Tag,Event_name,Time,,,
Coding,Mobile Makers: Android/Java Development with Women Who Code,,,,
Coding,Free Crash Course - A Deep Dive Into CSS,,,,
Coding,Free Crash Course - Programming with Ruby,,,,
Coding,Mobile Makers: Android/Java Development with Women Who Code,,,,
Coding,Kids Academy: Fundamentals of Programming with Scratch,,,,
Coding,Get To Know The Iron Yard Austin,,,,
Coding,ATX Sass - Refactoring with Sass with Alex MacDuff,,,,
Coding,TIY: Girl Develop It-- Intro to Ruby and Ruby on Rails,,,,
Coding,Kids Academy: Fundamentals of Programming with Scratch,,,,
Coding,Kids Academy: Fundamentals of Programming with Scratch,,,,
Coding,Free Crash Course - Building with Front End Basics,,,,
Coding,fresh2design: Bridging the Gap between Dev & Design,,,,
Coding,Kids Academy: Fundamentals of Programming with Scratch,,,,
Coding,Mobile Makers: Android/Java Development with Women Who Code,,,,
Coding,Free Crash Course - Designing on the Web,,,,
Coding,Beginner's Tableau Workshop with Carl Forrest,,,,
Coding,Free Crash Course - Basic Programming with Ruby,,,,
Coding,Get To Know The Iron Yard Austin,,,,
Coding,Mobile Makers: Android/Java Development with Women Who Code,,,,
Coding,ATX Sass - Monthly Meetup,,,,
Coding,Free Crash Course - Building with Front End Basics,,,,
Coding,Get To Know The Iron Yard Austin,,,,
Coding,Mobile Makers: Android/Java Development with Women Who Code,,,,
Coding,Free Crash Course - Designing on the Web,,,,
Coding,The Iron Yard Spring 2016 Demo Day,,,,
Coding,ChickTech: Speed Friending for Tech Nerds,,,,
Coding,Free Crash Course - Basic Programming with Ruby,,,,
Coding,ATX Sass - Monthly Meetup,,,,
Coding,Free Crash Course - Building with Front End Basics,,,,
Coding,Mobile Makers: Android/Java Development with Women Who Code,,,,
Coding,CANCELLED: Free Crash Course - Designing on the Web,,,,
Coding,Free Crash Course - Basic Programming with Ruby,,,,
Coding,CANCELLED: Mobile Makers: Android/Java Development with Women Who Code,,,,
Coding,CANCELLED: Get To Know The Iron Yard Austin,,,,
Coding,ATX Sass - Monthly Meetup,,,,
Coding,Free Crash Course - Building with Front End Basics,,,,
Coding,Beginner's Tableau Workshop,,,,
Coding,Get to Know The Iron Yard Webinar,,,,
Coding,TIY Pop-Up,,,,
Coding,Mobile Makers: Android/Java Development with Women Who Code,,,,
Coding,Free Crash Course - Designing on the Web,,,,
Coding,Emberitas: 1-Day Workshop on Ember.js,,,,
Coding,Get to Know The Iron Yard Webinar,,,,
Coding,Free Crash Course - Basic Programming with Ruby,,,,
Coding,TIY Pop-Up: Austin Public Library - Carver Branch,,,,
Coding,Instructor Office Hours,,,,
Coding,"TIY Pop-Up: Mazama Coffee Co, Dripping Springs",,,,
Coding,Free Crash Course - Build a To-Do-List Website,,,,
Coding,Summer Open House,,,,
Coding,Coding for Designers: Build Your Own Portfolio,,,,
Coding,"TIY Pop-Up: Star Coffee Co, Round Rock",,,,
Coding,Free Crash Course - Designing on the Web,,,,
Coding,Beginner's Tableau Workshop,,,,
Coding,Get to Know The Iron Yard Webinar,,,,
Coding,Free Crash Course - Intro to Java,,,,
Coding,"Free Crash Course - Intro to Javascript, HTML, & CSS",,,,
Coding,ATX Sass - Monthly Meetup,,,,
Coding,Get to Know The Iron Yard Webinar,,,,
Coding,Financially Planning for a Career Change,,,,
Coding,"Free Crash Course - Intro to JavaScript, HTML, & CSS: Creating Web Apps",,,,
Coding,CANCELLED: Lunch N Learn: Intro to Java,,,,
Coding,The Iron Yard Summer 2016 Demo Day,,,,
Coding,Get to Know The Iron Yard Webinar,,,,
Coding,TIY Pop-Up: Downtown - Juan Pelota Cafe,,,,
Coding,Free Crash Course - Basics of UI Design and Web Development,,,,
Coding,Free Crash Course - Intro to Java,,,,
Coding,Free Crash Course -  Intro to Java: Creating a Pokemon Battle  Game,,,,
Coding,Free Crash Course - Basics of UI Design and Photoshop,,,,
Coding,Free Crash Course - UI Design:  Icon Design w/ Illustrator,,,,
Coding,Free Crash Course - Intro to Java: Creating a Bubble Sort,,,,
Coding,ATX StartUp  Crawl,,,,
Coding,Austin Clojure Meetup - Intro to Clojure Workshop for Developers,,,,
Coding,Free Crash Course -  Intro to Java: Creating a Pokemon Battle Game,,,,
Coding,Webinar: Exploring Careers in Java and UI Design,,,,
Coding,Free Crash Course - Intro to JavaScript: Creating Hangman Web Game,,,,
Coding,Free Crash Course - Web Design and Development: Designing a Taco Website,,,,
Coding,TIY Pop-Up: Careers in UI Design and Java Back End Engineering,,,,
Coding,Free Crash Course - Intro to Illustrator Halloween Craft Night,,,,
Coding,Free Crash Course - Web Design and Development: Designing a Taco Website,,,,
Coding,CANCELLED: ATX Sass - Monthly Meetup,,,,
Coding,Start a Career with Java Development in the New Year,,,,
Coding,Free Crash Course - Basics of  Mobile iOS Development: Creating a Flash Card App,,,,
Coding,Austin Clojure Meetup - Clojure Bridge: Women in Software Development,,,,
Coding,Start a Career with Java Development in the New Year,,,,
Coding,Free Crash Course - Intro to JavaScript: Creating Calculator Web Apps,,,,
Coding,TIY Happy Hour,,,,
Coding,Free Crash Course - Basics of UI Design and Photoshop,,,,
Coding,ATX Sass - Monthly Meetup,,,,
Coding,Java Open House & Intro Course,,,,
Coding,Free Crash Course - Intro to Java: Creating a Bubble Sort,,,,
Coding,Open Mic Night,,,,
Coding,"Open Discussion, Pizza!",,,,
Coding,"Open Discussion, Pizza!",,,,
Coding,Tobias Knaup on Mesosphere,,,,
Coding,Open Discussion (and Pizza),,,,
Coding,September Linux Meetup,,,,
Coding,October Linux Meetup,,,,
Coding,Linux Meetup,,,,
Coding,Team-based personas: A new look at personas for the enterprise context,,,,
Coding,Austin UXPA Board Service & Volunteer Recruitment,,,,
Coding,Fast and Rigorous User Personas,,,,
Coding,Back to Basics: Building a Story around User Research,,,,
Coding,The UX Portfolio - Successfully Telling Your Story,,,,
Coding,May ATX UX Book Club - Article Month,,,,
Coding,June ATX UX Book Club - Articulating Design Decisions,,,,
Coding,Mentorship Mixer,,,,
Coding,July Austin UXPA Social,,,,
Coding,July ATX UX Book Club - Article Month,,,,
Coding,Using Behavioral & Usability Data to Optimize Websites,,,,
Coding,August ATX UX Book Club - 100 Things Every Designer Needs to Know About People,,,,
Coding,Applying Lessons from Design in Health,,,,
Coding,September ATX UX Book Club - Article Month,,,,
Coding,Designing Modular UI Systems Via Style Guide-Driven Development,,,,
Coding,October ATX UX Book Club - Design of Everyday Things,,,,
Coding,Double-header! Careers & Roles in UX - Entry & Expert!,,,,
Coding,Season 2 Premiere of Expose UX,,,,
Coding,Up With The System!: How and Why We Build Design Systems,,,,
Coding,November ATX UX Book Club - Article Month,,,,
Coding,Virtual Meetup: CWNP Certification Path & Common Wi-Fi Issues,,,,
Coding,AngularJs 1.x Best Practices and Lessons Learned,,,,
Coding,MVPMix.com,,,,
Coding,Understanding Components in Angular 1.5,,,,
Coding,"Webinar: Comparing Javascript Frameworks (Angular, Angular 2, React, Ember etc)",,,,
Coding,Typescript Basics: A basic intro into typescript with nodejs,,,,
Coding,Webinar: TypeScript: Beginner to Advanced (In One hour) with Chander Dhall,,,,
Coding,"Free Webinar, Angular2: Beginner to Advanced in One Hour",,,,
Coding,Rapidly Build Enterprise Apps in Angular 2 with Covalent,,,,
Coding,Webinar: Introduction to ASP.NET Core,,,,
Coding,CloudAustin January - Practical Cloud Security Openspaces,,,,
Coding,Level up your Vagrant (Otto) skills!,,,,
Coding,CloudAustin March - Home Depot Goes Cloud Native,,,,
Coding,CloudAustin April - Speaker Double Shot,,,,
Coding,[webinar] Docker 101,,,,
Coding,Devopsdays Austin 2016,,,,
Coding,Unikernels Unikernels Unikernels!,,,,
Coding,Double Header: Elastic Cloud + Habitat Double Header,,,,
Coding,Kubernetes me this....,,,,
Coding,Cloud Native Data and Analytics tools,,,,
Coding,Rundeck and Azure DocumentDB,,,,
Coding,Container Days Austin,,,,
Coding,"Operating Kubernetes Clusters - networking, underlays and security",,,,
Coding,Kubernetes+Docker+Op??enstack 101,,,,
Coding,January OpenHack,,,,
Coding,Pizza & Beer,,,,
Coding,April OpenHack,,,,
Coding,FDA App Hackathon hosted by Jackrabbit Mobile,,,,
Coding,3 Great Data Science Talks,,,,
Coding,Galvanize Data Science Immersive Info Session,,,,
Coding,VA Hackathon for Brain Health,,,,
Coding,Galvanize Data Science Immersive Info Session,,,,
Coding,Austin Data SXSW Edition,,,,
Coding,Using Neural Networks to Help Kids Survive Eye Cancer,,,,
Coding,Pre Data Pop Up,,,,
Coding,Data Science Pop-up,,,,
Coding,Galvanize Data Science Immersive Info Session,,,,
Coding,Introduction to Python,,,,
Coding,Datapalooza by IBM,,,,
Coding,An Exploration of Conceptual Art using Pythonƒ??s Turtle,,,,
Coding,How to Become a Data Scientist - Galvanize Info Session,,,,
Coding,OSCON ... Discount Code Provided,,,,
Coding,Exploring Data with Python using Jupyter Notebooks,,,,
Coding,Introduction to Python Series: Part 1,,,,
Coding,How to Become a Data Scientist - Galvanize Info Session + Raffled Ticket for MAC,,,,
Coding,Introduction to Python Series: Part 2 of 4,,,,
Coding,Introduction to Python Series: Part 3 of 4,,,,
Coding,Marketing Analytics Conference ... Discount Code Provided,,,,
Coding,Introduction to Python Series: Part 4 of 4,,,,
Coding,Exploring Data with Python using Jupyter Notebooks,,,,
Coding,Data-Driven Product Innovation Summit ... Discount Code Provided,,,,
Coding,How to Become a Data Scientist - Galvanize Info Session,,,,
Coding,ANACONDA Happy Hour,,,,
Coding,Exploring Data with Python using Jupyter Notebooks,,,,
Coding,Austin Data Science Braintrust,,,,
Coding,NewCoATX,,,,
Coding,"A Blockchain Tutorial: Technology Basics, Business Use Cases, and Live Demos",,,,
Coding,Data Science Hiring Day - Galvanize Austin,,,,
Coding,Galvanize Data Science Graduation ƒ?? Austin,,,,
Coding,How to Become a Data Scientist - Galvanize Info Session,,,,
Coding,Austin Data Science Braintrust,,,,
Coding,Exploring Data with Python using Jupyter Notebooks,,,,
Coding,Data Science Fundamentals: Python Workshop (Austin - 9.6),,,,
Coding,How to Become a Data Scientist - Galvanize Info Session,,,,
Coding,Connecting Artificial Intelligence with the Internet of Things,,,,
Coding,Austin Data Science Braintrust,,,,
Coding,Kaizen Data Conference SF (PAID),,,,
Coding,Exploring Data with Python using Jupyter Notebooks,,,,
Coding,Discounted - Austin Game Conference,,,,
Coding,Galvanize Roadshow Visits Houston,,,,
Coding,STARTUP DRIVE: Austin,,,,
Coding,How to Become a Data Scientist - Galvanize Info Session,,,,
Coding,Austin Data Science Braintrust,,,,
Coding,Exploring Data with Python using Jupyter Notebooks,,,,
Coding,How to Become a Data Scientist - Galvanize Info Session,,,,
Coding,Data Science Capstone Showcase & Keynote,,,,
Coding,Rising Value of Data Science with Under Armour's Jesse Demmel,,,,
Coding,Austin Data Science Immersive Graduation Party ,,,,
Coding,Intro to Gulp with Sam Wilson of Radius,,,,
Coding,Coding Bootcamp Q&A and Lunch,,,,
Coding,Workshop: Introduction to HTML & CSS,,,,
Coding,Related Event: Lowe's Codeathon,,,,
Coding,Workshop: Introduction to JavaScript,,,,
Coding,Time Crunch Hackathon for newbies!,,,,
Coding,1:1 Coding Bootcamp office hours at Halcyon Austin! ,,,,
Coding,Coding Bootcamp Q&A at Google Fiber,,,,
Coding,1:1 Coding Bootcamp office hours at Halcyon Austin!,,,,
Coding,1:1 Coding Bootcamp office hours at Halcyon Austin!,,,,
Coding,VA Hackathon for Brain Health,,,,
Coding,Galvanize Full Stack Immersive Info Session,,,,
Coding,JavaScript Open Study Hall @ Caffe Medici,,,,
Coding,Workshop: Introduction to JavaScript,,,,
Coding,Workshop: Git and Github,,,,
Coding,Workshop: Introduction to HTML & CSS,,,,
Coding,Galvanize Full Stack Immersive Info Session,,,,
Coding,Introduction to JavaScript,,,,
Coding,Galvanize Full Stack Immersive Info Session,,,,
Coding,Introduction to Git and Github,,,,
Coding,STUMP ATX DEV,,,,
Coding,Galvanize Web Development Immersive Info Session,,,,
Coding,TechUp Career Fair,,,,
Coding,Introduction to JavaScript,,,,
Coding,OSCON ... Discount Code Provided,,,,
Coding,Software Development Analytics Workshop ... Discount Code Provided,,,,
Coding,Introduction to HTML & CSS,,,,
Coding,Introduction to Git and Github,,,,
Coding,Kickoff Meetup - The Hyperledger Project and Blockchain Use Cases with IBM,,,,
Coding,The Pixelwood Derby,,,,
Coding,Ember ATX Meetup,,,,
Coding,How to Become a Developer-Galvanize Info Session+Raffled Ticket EmbeddedTechCon,,,,
Coding,50% off - Workshop: Zero to Web Designer in 8 Weeks,,,,
Coding,EmbeddedTechCon ... Discount Code Provided,,,,
Coding,50% off - Workshop: JavaScript Foundations in 8 Weeks,,,,
Coding,Introduction to JQuery,,,,
Coding,Introduction to JavaScript,,,,
Coding,Webinar: Galvanize Web Development Workshops Q&A with creator Matt Leach,,,,
Coding,Webinar: Galvanize Web Development Immersive Info Session,,,,
Coding,How to Become a Developer-Galvanize?? Info Session,,,,
Coding,Discounted - Front Porch Austin Conference,,,,
Coding,Hack the Dot Austin: City Premier,,,,
Coding,Introduction to HTML & CSS,,,,
Coding,Introduction to Git and Github,,,,
Coding,NewCoATX,,,,
Coding,Ember ATX Meetup,,,,
Coding,STUMP ATX DEV,,,,
Coding,How to Become a Developer-Galvanize?? Info Session,,,,
Coding,Introduction to Git and Github,,,,
Coding,Discounted - JavaScript Foundations a 8-Week Workshop,,,,
Coding,Discounted - Zero to Web Designer a 8-Week Workshop,,,,
Coding,Introduction to JavaScript,,,,
Coding,Introduction to HTML & CSS,,,,
Coding,How to Become a Developer - Galvanize???? Info Session,,,,
Coding,Introduction to Git and Github,,,,
Coding,Discounted - Austin Game Conference,,,,
Coding,Galvanize Roadshow Visits Houston,,,,
Coding,Web Development Hiring Day - Galvanize Austin,,,,
Coding,STARTUP DRIVE: Austin,,,,
Coding,Introduction to JavaScript,,,,
Coding,How to Become a Developer - Galvanize???? Info Session,,,,
Coding,Webinar: Learning to Code for the Web with Galvanize,,,,
Coding,Galvanize Web Development Graduation ƒ?? Austin,,,,
Coding,Introduction to Git and Github,,,,
Coding,Introduction to HTML & CSS,,,,
Coding,Become a Web Developer - Galvanize Info Session,,,,
Coding,Intro to JavaScript Workshop,,,,
Coding,2016 SEO Noise - Coffee and SEO North Austin,,,,
Coding,Navigate and Network at SXSW like a Pro,,,,
Coding,SXSW Search Networking Party,,,,
Coding,Coffee and SEO with SXSW Attendees,,,,
Coding,Local SEO - Coffee and SEO South,,,,
Coding,Design and UX for SEO - SEO School,,,,
Coding,Coffee and SEO - Meet and Greet,,,,
Coding,Penguin is now real time. Now what? - with Aaron Orr,,,,
Coding,Technical SEO Workshop - Bring your computer and questions | Coffee and SEO,,,,
Coding,Architect SIG - Architect SIG - How Non Functional Requirements can Interfere,,,,
Coding,Monthly Meeting - Pitfalls of an Agile Transformation,,,,
Coding,"Book Club - Fifth Discipline Fieldbook - 6 of 5 - wait, what?",,,,
Coding,Conference Planning - KAA 2016 Speaker Selection Process Phase 1,,,,
Coding,Coaching SIG - January Meeting,,,,
Coding,Product SIG - Lean Pizza and Planning for 2016,,,,
Coding,DevOps SIG - DevOps and the Big O,,,,
Coding,Agile Austin U - Facilitator Organizational Meeting,,,,
Coding,"Dev SIG - FInding, Evaluating, and Adopting New Technologies",,,,
Coding,Book Club - Why? 1 of 2,,,,
Coding,Conference Planning - Speaker Selection Meeting,,,,
Coding,Board Meeting - (Late) January,,,,
Coding,Book Club - Why? 2 of 2,,,,
Coding,Agile Leaders SIG -  How To Build Team Trust,,,,
Coding,Architect SIG - Architecture Roles,,,,
Coding,Conference Planning - February Meeting,,,,
Coding,Agile Austin U - Foundations Course,,,,
Coding,Coaching SIG - February Meeting,,,,
Coding,Product SIG - How to Get a Job in Product Management,,,,
Coding,Monthly Meeting - Underlying Patterns of Impactful Change,,,,
Coding,QA SIG North - Crowdsourcing And Outsourcing At Scale,,,,
Coding,Dev SIG - How to be a Successful Agile Developer,,,,
Coding,Book Club - Building Microservices 1,,,,
Coding,DevOps SIG - Best Lessons for People New to DevOps,,,,
Coding,Conference Planning - March Meeting,,,,
Coding,Book Club - Building Microservices 2,,,,
Coding,Agile Leaders SIG - Best Of The Best Tips For Leading Agile Adoption,,,,
Coding,Architect SIG - How can an Architect be Agile?,,,,
Coding,Monthly Meeting - Continuous Delivery at Iteration Zero with Jeffrey Palermo,,,,
Coding,Kanban SIG - Lean coffee,,,,
Coding,Kanban SIG - Lean coffee,,,,
Coding,Dev SIG - Generalists and Specialists in Agile,,,,
Coding,Coaching SIG - March Meeting,,,,
Coding,QA SIG North - The State of Mobile Test Automation,,,,
Coding,DevOps SIG - The Architecture Balance Point,,,,
Coding,DevOps SIG - The Architecture Balance Point,,,,
Coding,Product SIG - 25 Growth Hacks to Build Your Brand and Sales,,,,
Coding,Board Meeting - March,,,,
Coding,Agile Leaders SIG - How to Avoid Ivory Tower Management,,,,
Coding,Architect SIG - Architecture practices when scaling agile,,,,
Coding,Conference Planning - April Meeting,,,,
Coding,Agile Austin U - Agile Potpourri - Call for Presenters,,,,
Coding,Book Club - Building Microservices 3,,,,
Coding,Kanban SIG - @ DrillingInfo: An evolutionary approach to scaled Kanban,,,,
Coding,"Monthly Meeting - The Agile Manager. Not Scrum master, not leader: Manager",,,,
Coding,Coaching SIG - April Meeting,,,,
Coding,Conference Planning - Second Planning Meeting in April,,,,
Coding,QA SIG North - How Yahoo! Embraced Automated Testing,,,,
Coding,Dev SIG - ChatOps for Developers,,,,
Coding,Book Club - Building Microservices 4,,,,
Coding,DevOps SIG - Monitoring and the Ephemeral,,,,
Coding,Board Meeting - April,,,,
Coding,Architect SIG - Emergent design vs Big Design Up Front (BDUF),,,,
Coding,Conference Planning - May Conference Planning Part 1,,,,
Coding,Book Club - Idea Flow 1,,,,
Coding,Leaders SIGƒ??Leveraging a Community of Practice to enable an Agile Transformation,,,,
Coding,Monthly Meeting - (Speaker update) DrillingInfo: An evolutionary app,,,,
Coding,Kanban SIG - Sprints/Projects : Why in Scrum but not in Kanban?,,,,
Coding,Coaching SIG - May Meeting,,,,
Coding,Conference Planning - May Conference Planning Part 2,,,,
Coding,Distinguished Speaker Series - ChatOps - Infrastrcuture As Conversation,,,,
Coding,Dev SIG - Hiring and Interviewing,,,,
Coding,Book Club - Idea Flow 2,,,,
Coding,Product SIG - Radical Roadmapping,,,,
Coding,Agile at Scale SIG - Backlog creation and prioritization,,,,
Coding,QA SIG North - Checking as a Service,,,,
Coding,Keep Austin Agile 2016,,,,
Coding,DevOps SIG - The Underbelly of DevOps,,,,
Coding,Book Club - Idea Flow - Morphing into Open Mastery,,,,
Coding,Agile Leaders SIG - What it takes to build high performing teams,,,,
Coding,Monthly Meeting - How Yahoo! Embraced Automated Testing,,,,
Coding,Product SIG - Product Manager vs. Product Owner,,,,
Coding,Kanban SIG - Lean Coffee: Columns on a Kanban Board,,,,
Coding,"Architect SIG - Architectural Drift - Discovery,Prevention & Cure",,,,
Coding,"Dev SIG - Lean Coffee, Bring a Topic",,,,
Coding,Book Club - Scaling Lean 2 of 3,,,,
Coding,Agile at Scale SIG - An Introduction and Walkthrough of SAFe 4.0,,,,
Coding,Coaching SIG - June Meeting,,,,
Coding,QA SIG North - Identifying Useful Metrics,,,,
Coding,Board Meeting - May-June,,,,
Coding,DevOps SIG - What is the future of SLAs in the DevOps world?,,,,
Coding,Agile Leaders SIG - Welcome to the Matrix! Org Structure In Agile,,,,
Coding,Book Club - Scaling Lean 3 of 3 + pick next,,,,
Coding,Kanban SIG - Kanban Basics,,,,
Coding,Architect SIG - Scaling Inflection Points,,,,
Coding,Monthly Meeting - Let's make the pain visible!,,,,
Coding,Agile at Scale SIG - Scaling before Agile: what can we learn from it,,,,
Coding,Product SIG - Play (Innovation) Games to Gain Clarity,,,,
Coding,QA SIG North - Giving Veterans an Opportunity in Software Testing,,,,
Coding,"Dev SIG - Lean Coffee, Services Services Services",,,,
Coding,Book Club - On Intelligence 1 of 3,,,,
Coding,Coaching SIG - July Meeting,,,,
Coding,KAA 2017 Conference Planning - First Meeting,,,,
Coding,DevOps SIG - Portfolio Management and DevOps,,,,
Coding,Board Meeting - July,,,,
Coding,Architect SIG - How to become an Architect,,,,
Coding,Highlights from Agile 2016,,,,
Coding,Book Club - On Intelligence 2of3,,,,
Coding,Agile Leaders SIG - Remember when you were green to IT / Agile?,,,,
Coding,Monthly Meeting - Innovation Games for Agile Ceremonies,,,,
Coding,Kanban SIG - WIP Limits and Improving Kanban Performance,,,,
Coding,Coaching SIG - August Meeting,,,,
Coding,Conference Planning - Keep Austin Agile 2017 Conference Planning Meeting,,,,
Coding,Dev SIG - Domain Driven Design discussion,,,,
Coding,Book Club - On Intelligence 3of3,,,,
Coding,Agile at Scale SIG - The Cross-Team challenges of Scale,,,,
Coding,Product SIG - Get Your Product in Motion with a Product Council,,,,
Coding,Board Meeting - August,,,,
Coding,"Book Club - Goldratt, The Goal",,,,
Coding,Agile Leaders SIG - Managing Backlogs at All Levels of Enterprise,,,,
Coding,Kanban SIG - Feature/Project/Release Progress Reporting and For,,,,
Coding,Architect SIG - Agile Modeling,,,,
Coding,Monthly Meeting - Why Smart Teams Make Dumb Decisions,,,,
Coding,Conference Planning - Keep Austin Agile 2017 Conference Planning Meeting,,,,
Coding,Dev SIG - Anti-Patterns,,,,
Coding,"Book Club - Dettmer, The Logical Thinking Process (note change of book)",,,,
Coding,Agile at Scale SIG - Quality in an Agile world: key considerations for ,,,,
Coding,Coaching SIG - September Gathering,,,,
Coding,QA SIG North - Practical Test Automation Utilizing Sauce Labs,,,,
Coding,Agile Austin U - INSTRUCTOR Organization Meeting,,,,
Coding,Board Meeting - September,,,,
Coding,Product SIG - How to be agile when you're stuck in a waterfall?,,,,
Coding,DevOps SIG - DevOps SIG - Systems Thinking,,,,
Coding,Architect SIG - Architecture and product strategy,,,,
Coding,Agile Austin U - Foundations Course,,,,
Coding,Agile Austin U - Late Registration,,,,
Coding,"Book Club - Dettmer, The Logical Thinking Process, 2 of N",,,,
Coding,Agile Leaders SIG - Lean Management Systems,,,,
Coding,Monthly Meeting - Deeper Darker Secrets of Compensating Agile Teams,,,,
Coding,Kanban SIG - More Kanban fundamentals,,,,
Coding,Coaching SIG - October Gathering,,,,
Coding,Conference Planning - Keep Austin Agile 2017 Conference Planning Meeting,,,,
Coding,Dev SIG - Lean Coffee - Bring a topic,,,,
Coding,"Distinguished Speaker Series - Scrum Turns 21, what is next ",,,,
Coding,Agile at Scale SIG - Scaling Agile Product Delivery with Nexus,,,,
Coding,Product SIG - Product Marketing in an Agile World,,,,
Coding,DevOps SIG - Container Enthusiasm,,,,
Coding,Board Meeting - October,,,,
Coding,"Book Club - The Logical Thinking Process, 3 of N",,,,
Coding,Agile Leaders SIG - Coachability: Identifying ƒ??Coachableƒ? People,,,,
Coding,Architect SIG - Ensuring Success vs Increasing Value,,,,
Coding,Monthly Meeting - Agile Thinking Requires Military Discipline - ?!,,,,
Coding,Dev SIG - Breaking down your monolith to microservices,,,,
Coding,Conference Planning - Keep Austin Agile 2017 Conference Planning Meeting,,,,
Coding,QA SIG North - QA Topics for Keep Austin Agile Conference,,,,
Coding,Book Club - Pre-Suasion,,,,
Coding,Agile at Scale SIG - Data Driven Coaching,,,,
Coding,DevOps SIG - Security and DevOps,,,,
Coding,Coaching SIG - November Meeting,,,,
Coding,"Product SIG - If You Build It, Will They Use It?",,,,
Coding,Agile Austin U - Potpourri Lightning Talks,,,,
Coding,Agile Austin U - Call for Lightning Talks,,,,
Coding,Book Club - Pre-Suasion 2 and pick next book,,,,
Coding,Amazon Echo & Django,,,,
Coding,Introduction to React JS,,,,
Coding,Microservices Microtalks,,,,
Coding,Hadoop 2.x / Spark / R Analytics / Python - Foundation Courses,,,,
Coding,Custom package distribution with pypiserver,,,,
Coding,StarCluster & Django,,,,
Coding,Serialize Your Data with ProtoBufs and MessagePack,,,,
Coding,Cool Off With Python 3.5 Async,,,,
Coding,Web Design TV Show - Episode Taping,,,,
Coding,Austin Web Python Users Group Meetup,,,,
Coding,Austin Web Python Users Group,,,,
Coding,Austin Web Python Users Group Meetup: Practical Computer Vision With OpenCV,,,,
Coding,-> JOIN US FOR $22K TEAM HACKATHON FOR BEGINNERS! - Lowe's Digital Challenge2016,,,,
Coding,->2016 GET TOGETHER - How to Pick Locks & Influence Code Dev JEDI MASTERMIND!!<-,,,,
Coding,->2016 GET TOGETHER - How to Pick Locks & Influence Code Dev JEDI MASTERMIND!!<-,,,,
Coding,Hackathon for newbies! No Teams nor Experience Needed! Possibly Beer 4U too...;),,,,
Coding,~>Galvanize Has Invited Us to Join Them at Google Fiber Coding Bootcamp Q&A :),,,,
Coding,~>Galvanize Invited Us to Give Feedback @ Data Science Immersive Info Session  :,,,,
Coding,->ANNOUNCING - Ruby on Rails Intro Class for the Confused & Clueless<--  :-D,,,,
Coding,->DISCUSS YOUR UBER RELATED QUESTIONS JUST IN TIME FOR SXSW 2016 & FREE BEER,,,,
Coding,-> CODE TO HELP LOCAL VETERANS! VA Hackathon for Brain Health mTBI & PTSD. :),,,,
Coding,"~>SXSW 2016 Survival Guide For The Geeks, Devs, Confused & Clueless - Mastermind",,,,
Coding,~>SXSW 2016 Survival Guide Mastermind South Edition! Tango & Women Who Code :-D,,,,
Coding,~>SXSW 2016 Survival Guide Mastermind LOCK PICKING  Edition!  Hobby Analysis :-D,,,,
Coding,~> SXSW 2016 TrackHack Austin 2016 AccelerateNFC & Flomio Proximity ID Hackathon,,,,
Coding,"~>Come Join Our Private Intel DevTech Mixer SXSW 2016! Robots, Swag, Food, Beer!",,,,
Coding,"~>Robots, Swag, Food, Beer! Intel Approves Another SXSW Mixer! :)",,,,
Coding,SXSW MUSIC HACKATHON CHAMPIONSHIP,,,,
Coding,~>SXSW HANGOVER RECOVERY! FREE Geek Friendly 30min Cardio Workout & Recap! :),,,,
Coding,~>SXSW HANGOVER RECOVERY! FREE Tacos & Drinks While Learning about Git & Github!,,,,
Coding,"~>HTML5 Audio & Web Audio API 5yr Old Friendly Intro! FREE FOOD, BEER & Contest!",,,,
Coding,>PROGRAMMERS & DEVELOPERS UNITE! FREE hobby Lock Picking returns! Big Burritoes!,,,,
Coding,"~>HACKATHON TRAINING WORKSHOP! FREE food, beer, drinks! Learn how code fast! :-D",,,,
Coding,~>ORGANIZER'S BIRTHDAY EARTH DAY PASSOVER PARTY! - No lamb shank left behind! :),,,,
Coding,~>HACKATHON! ASSEMBLE 4 Our Worldwide Brainstorming Session-NO EXPERIENCE NEEDED,,,,
Coding,>PROGRAMMERS & DEVELOPERS UNITE! FREE hobby Lock Picking returns! Big Burritoes!,,,,
Coding,~>HACKATHON TRAINING WORKSHOP #2! FREE food & drinks! Learn how code fast! :-D,,,,
Coding,~>Ask About What Programming Languages Companies Will & R Hiring for-Expert Q&A!,,,,
Coding,>PROGRAMMERS & DEVELOPERS UNITE! FREE hobby Lock Picking returns! Special Guest!,,,,
Coding,~>Learn the Future of Programming From a Man Who Has Helped 300+ Techs Get Jobs!,,,,
Coding,~>JUNE HACKATHON!,,,,
Coding,>PROGRAMMERS & DEVELOPERS UNITE! FREE hobby Lock Picking & ATX Hack 4 Change Q&A,,,,
Coding,~>Learn the Future of Programming From a Man Who Has Helped 300+ Techs Get Jobs!,,,,
Coding,>PROGRAMMERS & DEVELOPERS UNITE! FREE hobby Lock Picking returns! ,,,,
Coding,->WE NEED A HACKATHON FOR JULY! Invite to mastermind & make stuff happen!,,,,
Coding,WARNING! Texas Linux Fest Snuck up on us! Its THIS WEEKEND! XXX *_*,,,,
Coding,->REVEALED! Random Programming Language pros & cons! Nothing will be sacred! O_o,,,,
Coding,>PROGRAMMERS & DEVELOPERS UNITE! FREE hobby Lock (Analysis) Picking returns! :),,,,
